97497,42.665706,-123.425495
97498,44.284611,-124.022676
97499,43.595025,-123.248065
97501,42.265992,-122.900842
97502,42.414574,-122.954536
97503,42.604691,-122.923719
97504,42.327947,-122.800496
97520,42.182373,-122.577113
97522,42.574815,-122.530566
97523,42.123094,-123.566871
97524,42.467463,-122.647726
97525,42.450689,-123.060929
97526,42.535682,-123.338285
97527,42.371140,-123.413622
97530,42.152148,-123.057499
97531,42.199844,-123.645659
97532,42.573758,-123.521009
97534,42.118976,-123.786285
97535,42.267738,-122.811447
97536,42.781908,-122.494698
97537,42.546408,-123.137820
97538,42.270542,-123.567420
97539,42.576424,-122.786219
97540,42.192697,-122.817256
97541,42.774879,-122.755413
97543,42.375062,-123.562128
97544,42.161377,-123.302418
97601,42.443499,-122.075580
97603,42.152018,-121.683526
97604,42.953862,-122.213146
97620,42.204181,-119.787880
97621,42.469228,-121.293655
97622,42.419191,-121.026234
97623,42.202156,-121.271139
97624,43.003246,-121.635689
97625,42.314770,-121.580890
97626,42.667350,-122.027910
97627,42.140336,-122.049929
97630,42.331353,-120.367452
97632,42.036487,-121.433906
97633,42.034140,-121.562829
97634,42.128304,-121.814925
97635,41.929992,-120.294195
97636,42.616637,-120.514464
97637,42.703377,-119.890062
97638,43.135955,-120.987247
97639,42.447776,-121.429035
97640,42.847889,-120.663340
97641,43.260266,-120.513837
97701,44.112338,-121.206340
97702,44.000626,-121.233812
97707,43.826223,-121.492124
97710,42.174574,-118.470845
97711,44.705249,-120.664310
97712,43.789447,-120.456155
97720,43.585167,-118.887819
97721,42.526339,-118.446078
97722,42.948090,-118.716044
97730,44.502297,-121.647176
97731,43.145997,-121.797480
97732,43.397290,-118.443106
97733,43.371249,-121.999522
97734,44.542438,-121.336146
97735,43.410690,-120.926174
97736,42.741882,-119.006803
97737,43.496880,-121.743673
97738,43.484045,-119.156464
97739,43.694658,-121.460906
97741,44.657725,-121.054464
97750,44.658141,-120.196695
97751,44.145500,-119.869134
97752,44.142920,-120.254389
97753,44.240512,-121.018129
97754,44.159640,-120.585505
97756,44.283326,-121.216724
97758,43.338744,-119.872224
97759,44.500616,-121.898499
97760,44.376205,-121.243587
97761,44.838526,-121.261509
97801,45.670806,-118.823573
97810,45.713979,-118.457961
97812,45.575159,-120.249897
97813,45.850406,-118.528084
97814,44.827571,-117.757799
97817,44.728770,-118.605928
97818,45.785367,-119.890171
97819,44.485347,-117.760392
97820,44.072549,-119.472928
97823,45.239934,-120.216766
97824,45.354301,-117.756470
97825,44.385126,-119.496273
97826,45.664296,-119.232316
97827,45.575424,-117.838050
97828,45.716563,-117.221992
97830,44.966553,-120.183153
97833,44.928889,-118.014879
97834,44.972275,-117.161191
97835,45.910007,-118.786544
97836,45.321152,-119.474620
97837,44.556661,-118.067106
97838,45.853004,-119.287265
97839,45.591171,-119.593040
97840,44.884599,-116.918444
97841,45.465116,-117.944925
97842,45.399271,-116.736989
97843,45.502322,-119.902866
97844,45.884150,-119.548836
97845,44.401824,-118.903060
97846,45.462699,-117.039586
97848,44.722177,-119.580554
97850,45.303538,-118.113278
97856,44.815212,-119.125255
97857,45.384667,-117.480138
97859,45.526719,-118.421455
97862,45.922063,-118.316063
97864,44.805466,-119.435932
97865,44.461466,-119.180040
97867,45.077654,-117.993762
97868,45.409294,-118.853582
97869,44.397563,-118.633979
97870,44.787989,-117.186563
97873,44.132013,-119.002884
97874,44.777573,-119.867594
97875,45.818549,-119.132853
97876,45.516439,-118.035678
97877,44.711742,-118.410517
97880,45.088669,-118.882506
97882,45.897431,-119.366071
97883,45.192423,-117.634155
97884,44.455344,-118.222230
97885,45.655669,-117.511704
97886,45.802308,-118.272410
97901,43.621445,-117.107275
97903,44.246805,-117.646977
97904,43.886179,-118.522929
97905,44.573820,-117.459512
97906,43.537039,-117.774678
97907,44.419501,-117.345514
97908,44.312378,-117.927886
97909,44.246692,-117.418958
97910,42.749076,-117.511459
97911,43.736482,-118.041388
97913,43.613589,-117.323286
97914,44.113619,-117.084162
97918,44.037114,-117.351072
97920,44.072181,-117.854282
